chr	start	end	DNA average	DNA rank	Group	P7 CM P300 binding	ID	RNA average	RNA:DNA average
chr13	5832093	5832492	15.91347024	1789	ES	3	706	2.372366112	0.149079118
chr8	3576456	3576855	15.74833564	1818	ES	0	377	2.143612381	0.136116757
chr17	3286410	3286809	15.70162254	1764	ES	1	796	2.534836443	0.161437867
chr5	5371282	5371681	15.65264513	1100	ES	5	192	5.763618986	0.368220127
chr8	4708311	4708710	15.62565	1641	ES	1	397	3.195956137	0.204532684
chr5	4475245	4475644	15.61982029	958	ES	0	187	6.488941816	0.415429992
chr7	4105725	4106124	15.53670646	1572	ES	1	328	3.548416933	0.228389263
chr6	5325104	5325503	15.24638342	1410	ES	3	252	4.143035463	0.2717389
chr19	5362418	5362817	15.24417455	1053	ES	2	982	5.816573116	0.381560385
chr7	4818045	4818444	15.09234035	1896	ES	1	348	1.379248102	0.091387291
chr3	5989067	5989466	14.96934305	1081	ES	0	119	5.576036027	0.372497043
chr13	5845070	5845469	14.90248218	1700	ES	17	707	2.744809424	0.184184714
chr5	3219383	3219782	14.89019943	425	ES	2	164	13.85643662	0.93057428
chr17	4153397	4153796	14.64369237	652	ES	2	815	9.050393025	0.618040368
chr15	5029635	5030034	14.53285969	1413	ES	0	727	3.940867331	0.271169434
chr18	4318469	4318868	14.41385033	973	ES	0	903	5.923667533	0.410970518
chr6	3235799	3236198	14.37907285	623	ES	0	202	9.239748046	0.642583019
chr7	3372219	3372618	14.28956142	1400	ES	1	313	3.91999488	0.274325766
chr10	5027279	5027678	14.23389248	1059	ES	3	474	5.409696088	0.380057394
chr11	3548835	3549234	14.22192139	1754	ES	5	501	2.35753199	0.165767474
chr7	3191978	3192377	14.08788799	1312	ES	1	289	4.23004074	0.300260816
chr2	4579654	4580053	13.93073653	1263	ES	23	50	4.412299176	0.31673122
chr13	4759904	4760303	13.61122723	1408	ES	1	695	3.699181791	0.271774303
chr11	5704165	5704564	13.24287862	1010	ES	4	579	5.286946098	0.399229371
chr8	4735546	4735945	13.16594387	1026	ES	0	398	5.156937734	0.391687659
chr3	4744319	4744718	12.9715853	1109	ES	1	117	4.744305042	0.36574597
chr1	5023117	5023516	12.86947946	437	ES	1	24	11.5856044	0.900238773
chr19	4294300	4294699	12.763303	1945	ES	26	957	0.672146692	0.052662441
chr3	3666758	3667157	12.69092408	1865	ES	1	111	1.447380039	0.114048436
chr4	5649494	5649893	12.29481892	1475	ES	0	152	3.117884801	0.253593389
chr10	5667512	5667911	12.15260884	1058	ES	0	479	4.620726468	0.380225063
chr6	3343964	3344363	11.766633	449	ES	0	205	10.46883755	0.889705454
chr6	3874726	3875125	11.54536196	1794	ES	1	214	1.700320495	0.147273035
chr7	4313102	4313501	11.4843308	1341	ES	0	333	3.336703176	0.29054398
chr4	4242446	4242845	11.12769705	1482	ES	1	140	2.808363243	0.252375961
chr8	3402363	3402762	10.76554525	983	ES	8	364	4.385472059	0.407361816
chr8	5442286	5442685	10.71779676	1149	ES	0	401	3.779710771	0.35265744
chr7	3205944	3206343	10.55553932	798	ES	0	295	5.263104307	0.498610649
chr5	3324048	3324447	10.51117318	1827	ES	2	169	1.385731516	0.131834144
chr6	4446093	4446492	10.26638976	467	ES	5	219	8.670792963	0.844580536
chr11	3707254	3707653	10.16619885	1855	ES	2	507	1.200386021	0.118076189
chr2	3546586	3546985	10.10106162	1108	ES	7	39	3.695553674	0.365857948
chr4	4424496	4424895	10.08736689	698	ES	0	142	5.81132742	0.576099539
chr1	4819419	4819818	9.805614861	514	ES	3	18	7.366837753	0.751287692
chr17	5118036	5118435	9.707926751	1583	ES	18	840	2.187620057	0.225343692
chr6	4929092	4929491	9.596076418	1816	ES	6	233	1.319288335	0.137482058
chr13	5690379	5690778	9.582070027	927	ES	2	700	4.157105538	0.433842116
chr12	3547820	3548219	9.27042574	602	ES	3	614	6.11641083	0.659776692
chr19	3533150	3533549	9.223089311	1863	ES	4	935	1.074173305	0.116465673
chr7	4825637	4826036	9.015742003	1979	ES	0	351	0.012196529	0.001352804
chr1	5227849	5228248	8.937560601	1807	ES	0	28	1.268627366	0.141943358
chr7	3420115	3420514	8.70175075	1281	ES	1	315	2.709390787	0.311361571
chr11	3947392	3947791	7.933575734	1330	ES	1	511	2.332406447	0.29399183
chr11	6061758	6062157	7.895333238	1967	ES	0	594	0.132823377	0.016823024
chr2	5640526	5640925	7.895021576	1292	ES	1	79	2.434692343	0.308383241
chr6	5446747	5447146	7.846567098	1845	ES	0	258	0.96108065	0.12248422
chr5	3293704	3294103	7.804959985	458	ES	0	166	6.757953994	0.865853766
chr12	3665132	3665531	7.787259582	1877	ES	0	620	0.844409678	0.108434767
chr16	5537265	5537664	7.494021687	1918	ES	3	783	0.579497202	0.077327932
chr11	5698914	5699313	7.484827357	1943	ES	1	575	0.398012601	0.053175923
chr10	4262726	4263125	7.418672477	298	ES	2	454	9.593856695	1.293203969
chr12	5235637	5236036	7.365506336	1545	ES	0	667	1.728787317	0.234713981
chr10	4469224	4469623	7.317757848	384	ES	0	469	7.206938273	0.984856075
chr4	3250281	3250680	7.097522197	1307	ES	4	124	2.142798037	0.301907902
chr11	5512686	5513085	6.964506447	1900	ES	4	570	0.623475353	0.089521829
chr10	4375257	4375656	6.964194785	685	ES	0	468	4.078037481	0.585572002
chr5	3308967	3309366	6.948547418	1847	ES	0	168	0.848865366	0.122164434
chr7	3267307	3267706	6.742217761	917	ES	0	300	2.961339739	0.43922339
chr10	4492919	4493318	6.720034691	681	ES	0	471	3.955015901	0.588540995
chr17	5089407	5089806	6.512064058	1237	ES	5	839	2.114078144	0.324640256
chr12	3124109	3124508	6.463142087	872	ES	0	601	2.948989794	0.456278038
chr13	3879331	3879730	6.237232555	1923	ES	1	684	0.45699187	0.073268371
chr16	4446401	4446800	6.083051388	720	ES	1	760	3.387055398	0.556802036
chr12	4004517	4004916	5.967919103	1509	ES	22	631	1.471575381	0.246580987
chr11	4390468	4390867	5.656586477	1978	ES	1	528	0.020077683	0.003549434
chr11	5411513	5411912	5.300264389	759	ES	2	566	2.792434729	0.526848195
chr17	4202978	4203377	5.259674928	1868	ES	4	820	0.592819571	0.112710306
chr1	3982654	3983053	5.204767413	691	ES	1	8	3.014778638	0.579234075
chr16	4095676	4096075	5.196590735	1769	ES	0	751	0.823438078	0.158457366
chr11	3497072	3497471	5.187790732	1045	ES	4	499	1.996169515	0.384782197
